question_id,method,itq_seed,N_archive,min_hamming_distance,candidates_at_min_distance,top3_boundary_distance,candidates_at_top3_boundary_distance,slots_remaining_at_boundary,top3_boundary_tie,boundary_tie_size_median,boundary_tie_size_p90,boundary_tie_size_max
60472f9c,SIGN96_CENTERED,,454,19.0,2.0,24.0,1.0,1.0,0.0,,,
60472f9c,ITQ96_CENTERED,101.0,454,17.0,2.0,18.0,2.0,1.0,1.0,,,
60472f9c,ITQ96_CENTERED,202.0,454,12.0,1.0,14.0,2.0,2.0,0.0,,,
60472f9c,ITQ96_CENTERED,303.0,454,13.0,1.0,15.0,2.0,2.0,0.0,,,
60472f9c,ITQ96_CENTERED,404.0,454,13.0,1.0,16.0,2.0,2.0,0.0,,,
60472f9c,ITQ96_CENTERED,505.0,454,13.0,2.0,14.0,3.0,1.0,1.0,,,
6071bd76,SIGN96_CENTERED,,482,20.0,1.0,26.0,1.0,1.0,0.0,,,
6071bd76,ITQ96_CENTERED,101.0,482,7.0,1.0,9.0,1.0,1.0,0.0,,,
6071bd76,ITQ96_CENTERED,202.0,482,12.0,3.0,12.0,3.0,3.0,0.0,,,
6071bd76,ITQ96_CENTERED,303.0,482,6.0,1.0,10.0,1.0,1.0,0.0,,,
6071bd76,ITQ96_CENTERED,404.0,482,6.0,1.0,13.0,1.0,1.0,0.0,,,
6071bd76,ITQ96_CENTERED,505.0,482,8.0,1.0,9.0,2.0,2.0,0.0,,,
60bf93ed,SIGN96_CENTERED,,494,18.0,1.0,27.0,1.0,1.0,0.0,,,
60bf93ed,ITQ96_CENTERED,101.0,494,13.0,1.0,17.0,1.0,1.0,0.0,,,
60bf93ed,ITQ96_CENTERED,202.0,494,12.0,2.0,13.0,3.0,1.0,1.0,,,
60bf93ed,ITQ96_CENTERED,303.0,494,15.0,1.0,16.0,2.0,2.0,0.0,,,
60bf93ed,ITQ96_CENTERED,404.0,494,13.0,2.0,17.0,1.0,1.0,0.0,,,
60bf93ed,ITQ96_CENTERED,505.0,494,10.0,1.0,15.0,1.0,1.0,0.0,,,
60d45044,SIGN96_CENTERED,,541,32.0,1.0,34.0,4.0,1.0,1.0,,,
60d45044,ITQ96_CENTERED,101.0,541,21.0,1.0,24.0,3.0,2.0,1.0,,,
60d45044,ITQ96_CENTERED,202.0,541,21.0,1.0,23.0,2.0,2.0,0.0,,,
60d45044,ITQ96_CENTERED,303.0,541,22.0,1.0,24.0,5.0,2.0,1.0,,,
60d45044,ITQ96_CENTERED,404.0,541,23.0,1.0,24.0,2.0,2.0,0.0,,,
60d45044,ITQ96_CENTERED,505.0,541,19.0,1.0,23.0,1.0,1.0,0.0,,,
618f13b2,SIGN96_CENTERED,,506,5.0,1.0,21.0,1.0,1.0,0.0,,,
618f13b2,ITQ96_CENTERED,101.0,506,1.0,2.0,6.0,1.0,1.0,0.0,,,
618f13b2,ITQ96_CENTERED,202.0,506,5.0,1.0,7.0,1.0,1.0,0.0,,,
618f13b2,ITQ96_CENTERED,303.0,506,3.0,2.0,11.0,1.0,1.0,0.0,,,
618f13b2,ITQ96_CENTERED,404.0,506,1.0,1.0,8.0,1.0,1.0,0.0,,,
618f13b2,ITQ96_CENTERED,505.0,506,4.0,2.0,6.0,1.0,1.0,0.0,,,
61f8c8f8,SIGN96_CENTERED,,459,29.0,1.0,32.0,1.0,1.0,0.0,,,
61f8c8f8,ITQ96_CENTERED,101.0,459,15.0,1.0,21.0,1.0,1.0,0.0,,,
61f8c8f8,ITQ96_CENTERED,202.0,459,16.0,1.0,18.0,1.0,1.0,0.0,,,
61f8c8f8,ITQ96_CENTERED,303.0,459,15.0,1.0,21.0,2.0,1.0,1.0,,,
61f8c8f8,ITQ96_CENTERED,404.0,459,20.0,1.0,21.0,2.0,2.0,0.0,,,
61f8c8f8,ITQ96_CENTERED,505.0,459,16.0,1.0,19.0,3.0,1.0,1.0,,,
6222b6eb,SIGN96_CENTERED,,497,14.0,1.0,16.0,1.0,1.0,0.0,,,
6222b6eb,ITQ96_CENTERED,101.0,497,1.0,2.0,10.0,1.0,1.0,0.0,,,
6222b6eb,ITQ96_CENTERED,202.0,497,4.0,1.0,9.0,1.0,1.0,0.0,,,
6222b6eb,ITQ96_CENTERED,303.0,497,2.0,1.0,9.0,1.0,1.0,0.0,,,
6222b6eb,ITQ96_CENTERED,404.0,497,4.0,2.0,8.0,1.0,1.0,0.0,,,
6222b6eb,ITQ96_CENTERED,505.0,497,4.0,2.0,11.0,1.0,1.0,0.0,,,
6456829e,SIGN96_CENTERED,,488,22.0,1.0,28.0,2.0,2.0,0.0,,,
6456829e,ITQ96_CENTERED,101.0,488,16.0,1.0,19.0,2.0,2.0,0.0,,,
6456829e,ITQ96_CENTERED,202.0,488,19.0,2.0,21.0,1.0,1.0,0.0,,,
6456829e,ITQ96_CENTERED,303.0,488,17.0,1.0,18.0,2.0,2.0,0.0,,,
6456829e,ITQ96_CENTERED,404.0,488,20.0,1.0,21.0,2.0,2.0,0.0,,,
6456829e,ITQ96_CENTERED,505.0,488,16.0,1.0,18.0,2.0,1.0,1.0,,,
65240037,SIGN96_CENTERED,,489,9.0,1.0,14.0,2.0,2.0,0.0,,,
65240037,ITQ96_CENTERED,101.0,489,0.0,1.0,1.0,3.0,2.0,1.0,,,
65240037,ITQ96_CENTERED,202.0,489,0.0,4.0,0.0,4.0,3.0,1.0,,,
65240037,ITQ96_CENTERED,303.0,489,0.0,3.0,0.0,3.0,3.0,0.0,,,
65240037,ITQ96_CENTERED,404.0,489,0.0,1.0,1.0,3.0,2.0,1.0,,,
65240037,ITQ96_CENTERED,505.0,489,0.0,2.0,1.0,5.0,1.0,1.0,,,
6613b389,SIGN96_CENTERED,,452,22.0,1.0,28.0,2.0,1.0,1.0,,,
6613b389,ITQ96_CENTERED,101.0,452,15.0,1.0,16.0,3.0,2.0,1.0,,,
6613b389,ITQ96_CENTERED,202.0,452,15.0,2.0,17.0,1.0,1.0,0.0,,,
6613b389,ITQ96_CENTERED,303.0,452,12.0,1.0,16.0,2.0,2.0,0.0,,,
6613b389,ITQ96_CENTERED,404.0,452,17.0,1.0,18.0,5.0,2.0,1.0,,,
6613b389,ITQ96_CENTERED,505.0,452,10.0,1.0,15.0,2.0,1.0,1.0,,,
66f24dbb,SIGN96_CENTERED,,507,20.0,1.0,27.0,1.0,1.0,0.0,,,
66f24dbb,ITQ96_CENTERED,101.0,507,2.0,4.0,2.0,4.0,3.0,1.0,,,
66f24dbb,ITQ96_CENTERED,202.0,507,3.0,5.0,3.0,5.0,3.0,1.0,,,
66f24dbb,ITQ96_CENTERED,303.0,507,5.0,4.0,5.0,4.0,3.0,1.0,,,
66f24dbb,ITQ96_CENTERED,404.0,507,1.0,4.0,1.0,4.0,3.0,1.0,,,
66f24dbb,ITQ96_CENTERED,505.0,507,1.0,5.0,1.0,5.0,3.0,1.0,,,
67e0d0f2,SIGN96_CENTERED,,510,25.0,2.0,30.0,1.0,1.0,0.0,,,
67e0d0f2,ITQ96_CENTERED,101.0,510,23.0,1.0,26.0,2.0,2.0,0.0,,,
67e0d0f2,ITQ96_CENTERED,202.0,510,21.0,1.0,24.0,1.0,1.0,0.0,,,
67e0d0f2,ITQ96_CENTERED,303.0,510,20.0,2.0,21.0,1.0,1.0,0.0,,,
67e0d0f2,ITQ96_CENTERED,404.0,510,25.0,1.0,26.0,2.0,2.0,0.0,,,
67e0d0f2,ITQ96_CENTERED,505.0,510,20.0,1.0,26.0,1.0,1.0,0.0,,,
681a1674,SIGN96_CENTERED,,476,14.0,1.0,23.0,1.0,1.0,0.0,,,
681a1674,ITQ96_CENTERED,101.0,476,7.0,4.0,7.0,4.0,3.0,1.0,,,
681a1674,ITQ96_CENTERED,202.0,476,9.0,3.0,9.0,3.0,3.0,0.0,,,
681a1674,ITQ96_CENTERED,303.0,476,11.0,5.0,11.0,5.0,3.0,1.0,,,
681a1674,ITQ96_CENTERED,404.0,476,10.0,3.0,10.0,3.0,3.0,0.0,,,
681a1674,ITQ96_CENTERED,505.0,476,7.0,1.0,9.0,4.0,1.0,1.0,,,
69fee5aa,SIGN96_CENTERED,,483,14.0,1.0,22.0,3.0,1.0,1.0,,,
69fee5aa,ITQ96_CENTERED,101.0,483,10.0,1.0,16.0,1.0,1.0,0.0,,,
69fee5aa,ITQ96_CENTERED,202.0,483,8.0,1.0,12.0,1.0,1.0,0.0,,,
69fee5aa,ITQ96_CENTERED,303.0,483,9.0,1.0,11.0,2.0,2.0,0.0,,,
69fee5aa,ITQ96_CENTERED,404.0,483,11.0,1.0,13.0,2.0,1.0,1.0,,,
69fee5aa,ITQ96_CENTERED,505.0,483,6.0,1.0,14.0,1.0,1.0,0.0,,,
6a1eabeb,SIGN96_CENTERED,,413,11.0,1.0,33.0,1.0,1.0,0.0,,,
6a1eabeb,ITQ96_CENTERED,101.0,413,2.0,2.0,13.0,1.0,1.0,0.0,,,
6a1eabeb,ITQ96_CENTERED,202.0,413,6.0,2.0,11.0,1.0,1.0,0.0,,,
6a1eabeb,ITQ96_CENTERED,303.0,413,5.0,2.0,15.0,1.0,1.0,0.0,,,
6a1eabeb,ITQ96_CENTERED,404.0,413,3.0,2.0,14.0,1.0,1.0,0.0,,,
6a1eabeb,ITQ96_CENTERED,505.0,413,3.0,2.0,13.0,1.0,1.0,0.0,,,
6a27ffc2,SIGN96_CENTERED,,493,17.0,1.0,29.0,1.0,1.0,0.0,,,
6a27ffc2,ITQ96_CENTERED,101.0,493,8.0,1.0,10.0,2.0,2.0,0.0,,,
6a27ffc2,ITQ96_CENTERED,202.0,493,8.0,2.0,10.0,2.0,1.0,1.0,,,
6a27ffc2,ITQ96_CENTERED,303.0,493,8.0,1.0,11.0,1.0,1.0,0.0,,,
6a27ffc2,ITQ96_CENTERED,404.0,493,7.0,1.0,12.0,2.0,1.0,1.0,,,
6a27ffc2,ITQ96_CENTERED,505.0,493,6.0,2.0,9.0,1.0,1.0,0.0,,,
6ade9755,SIGN96_CENTERED,,513,22.0,2.0,24.0,1.0,1.0,0.0,,,
6ade9755,ITQ96_CENTERED,101.0,513,7.0,1.0,8.0,2.0,2.0,0.0,,,
6ade9755,ITQ96_CENTERED,202.0,513,3.0,1.0,4.0,2.0,2.0,0.0,,,
6ade9755,ITQ96_CENTERED,303.0,513,4.0,2.0,6.0,1.0,1.0,0.0,,,
6ade9755,ITQ96_CENTERED,404.0,513,5.0,4.0,5.0,4.0,3.0,1.0,,,
6ade9755,ITQ96_CENTERED,505.0,513,6.0,3.0,6.0,3.0,3.0,0.0,,,
6ae235be,SIGN96_CENTERED,,454,11.0,1.0,22.0,1.0,1.0,0.0,,,
6ae235be,ITQ96_CENTERED,101.0,454,8.0,1.0,10.0,2.0,2.0,0.0,,,
6ae235be,ITQ96_CENTERED,202.0,454,11.0,3.0,11.0,3.0,3.0,0.0,,,
6ae235be,ITQ96_CENTERED,303.0,454,9.0,1.0,12.0,6.0,2.0,1.0,,,
6ae235be,ITQ96_CENTERED,404.0,454,9.0,3.0,9.0,3.0,3.0,0.0,,,
6ae235be,ITQ96_CENTERED,505.0,454,7.0,1.0,12.0,2.0,2.0,0.0,,,
6aeb4375,SIGN96_CENTERED,,468,17.0,1.0,25.0,1.0,1.0,0.0,,,
6aeb4375,ITQ96_CENTERED,101.0,468,12.0,1.0,17.0,2.0,1.0,1.0,,,
6aeb4375,ITQ96_CENTERED,202.0,468,9.0,1.0,16.0,1.0,1.0,0.0,,,
6aeb4375,ITQ96_CENTERED,303.0,468,12.0,2.0,20.0,2.0,1.0,1.0,,,
6aeb4375,ITQ96_CENTERED,404.0,468,12.0,1.0,16.0,1.0,1.0,0.0,,,
6aeb4375,ITQ96_CENTERED,505.0,468,9.0,1.0,19.0,1.0,1.0,0.0,,,
6b168ec8,SIGN96_CENTERED,,482,19.0,1.0,24.0,1.0,1.0,0.0,,,
6b168ec8,ITQ96_CENTERED,101.0,482,6.0,1.0,7.0,2.0,2.0,0.0,,,
6b168ec8,ITQ96_CENTERED,202.0,482,5.0,1.0,7.0,2.0,2.0,0.0,,,
6b168ec8,ITQ96_CENTERED,303.0,482,2.0,1.0,3.0,2.0,2.0,0.0,,,
6b168ec8,ITQ96_CENTERED,404.0,482,8.0,2.0,9.0,2.0,1.0,1.0,,,
6b168ec8,ITQ96_CENTERED,505.0,482,2.0,1.0,4.0,1.0,1.0,0.0,,,
6b7dfb22,SIGN96_CENTERED,,471,30.0,1.0,32.0,2.0,1.0,1.0,,,
6b7dfb22,ITQ96_CENTERED,101.0,471,23.0,1.0,25.0,1.0,1.0,0.0,,,
6b7dfb22,ITQ96_CENTERED,202.0,471,25.0,1.0,27.0,2.0,1.0,1.0,,,
6b7dfb22,ITQ96_CENTERED,303.0,471,25.0,1.0,26.0,2.0,2.0,0.0,,,
6b7dfb22,ITQ96_CENTERED,404.0,471,24.0,1.0,26.0,2.0,2.0,0.0,,,
6b7dfb22,ITQ96_CENTERED,505.0,471,25.0,1.0,28.0,3.0,1.0,1.0,,,
6c49646a,SIGN96_CENTERED,,429,25.0,2.0,28.0,1.0,1.0,0.0,,,
6c49646a,ITQ96_CENTERED,101.0,429,9.0,1.0,11.0,1.0,1.0,0.0,,,
6c49646a,ITQ96_CENTERED,202.0,429,11.0,2.0,15.0,1.0,1.0,0.0,,,
6c49646a,ITQ96_CENTERED,303.0,429,13.0,1.0,17.0,2.0,1.0,1.0,,,
6c49646a,ITQ96_CENTERED,404.0,429,7.0,1.0,13.0,1.0,1.0,0.0,,,
6c49646a,ITQ96_CENTERED,505.0,429,11.0,1.0,16.0,4.0,1.0,1.0,,,
6cb6f249,SIGN96_CENTERED,,470,29.0,1.0,33.0,2.0,1.0,1.0,,,
6cb6f249,ITQ96_CENTERED,101.0,470,13.0,2.0,14.0,1.0,1.0,0.0,,,
6cb6f249,ITQ96_CENTERED,202.0,470,11.0,1.0,12.0,5.0,2.0,1.0,,,
6cb6f249,ITQ96_CENTERED,303.0,470,12.0,4.0,12.0,4.0,3.0,1.0,,,
6cb6f249,ITQ96_CENTERED,404.0,470,11.0,3.0,11.0,3.0,3.0,0.0,,,
6cb6f249,ITQ96_CENTERED,505.0,470,11.0,3.0,11.0,3.0,3.0,0.0,,,
6d550036,SIGN96_CENTERED,,505,26.0,1.0,32.0,1.0,1.0,0.0,,,
6d550036,ITQ96_CENTERED,101.0,505,16.0,1.0,20.0,2.0,1.0,1.0,,,
6d550036,ITQ96_CENTERED,202.0,505,17.0,2.0,19.0,2.0,1.0,1.0,,,
6d550036,ITQ96_CENTERED,303.0,505,15.0,1.0,18.0,3.0,1.0,1.0,,,
6d550036,ITQ96_CENTERED,404.0,505,18.0,1.0,19.0,2.0,2.0,0.0,,,
6d550036,ITQ96_CENTERED,505.0,505,10.0,1.0,15.0,1.0,1.0,0.0,,,
6e984301,SIGN96_CENTERED,,513,23.0,1.0,25.0,1.0,1.0,0.0,,,
6e984301,ITQ96_CENTERED,101.0,513,13.0,1.0,14.0,2.0,2.0,0.0,,,
6e984301,ITQ96_CENTERED,202.0,513,12.0,2.0,13.0,1.0,1.0,0.0,,,
6e984301,ITQ96_CENTERED,303.0,513,16.0,1.0,17.0,2.0,2.0,0.0,,,
6e984301,ITQ96_CENTERED,404.0,513,12.0,1.0,13.0,2.0,2.0,0.0,,,
6e984301,ITQ96_CENTERED,505.0,513,13.0,1.0,15.0,4.0,1.0,1.0,,,
6e984302,SIGN96_CENTERED,,460,29.0,1.0,33.0,2.0,1.0,1.0,,,
6e984302,ITQ96_CENTERED,101.0,460,27.0,1.0,28.0,2.0,2.0,0.0,,,
6e984302,ITQ96_CENTERED,202.0,460,23.0,2.0,25.0,1.0,1.0,0.0,,,
6e984302,ITQ96_CENTERED,303.0,460,29.0,1.0,30.0,3.0,2.0,1.0,,,
6e984302,ITQ96_CENTERED,404.0,460,27.0,1.0,28.0,2.0,2.0,0.0,,,
6e984302,ITQ96_CENTERED,505.0,460,25.0,1.0,26.0,2.0,2.0,0.0,,,
6f9b354f,SIGN96_CENTERED,,500,23.0,1.0,25.0,3.0,2.0,1.0,,,
6f9b354f,ITQ96_CENTERED,101.0,500,24.0,7.0,24.0,7.0,3.0,1.0,,,
6f9b354f,ITQ96_CENTERED,202.0,500,23.0,3.0,23.0,3.0,3.0,0.0,,,
6f9b354f,ITQ96_CENTERED,303.0,500,21.0,8.0,21.0,8.0,3.0,1.0,,,
6f9b354f,ITQ96_CENTERED,404.0,500,19.0,8.0,19.0,8.0,3.0,1.0,,,
6f9b354f,ITQ96_CENTERED,505.0,500,21.0,8.0,21.0,8.0,3.0,1.0,,,
7024f17c,SIGN96_CENTERED,,483,30.0,1.0,33.0,2.0,2.0,0.0,,,
7024f17c,ITQ96_CENTERED,101.0,483,11.0,1.0,12.0,2.0,2.0,0.0,,,
7024f17c,ITQ96_CENTERED,202.0,483,14.0,2.0,15.0,2.0,1.0,1.0,,,
7024f17c,ITQ96_CENTERED,303.0,483,17.0,1.0,19.0,4.0,1.0,1.0,,,
7024f17c,ITQ96_CENTERED,404.0,483,14.0,1.0,16.0,2.0,2.0,0.0,,,
7024f17c,ITQ96_CENTERED,505.0,483,14.0,1.0,18.0,1.0,1.0,0.0,,,
70b3e69b,SIGN96_CENTERED,,495,22.0,1.0,28.0,3.0,1.0,1.0,,,
70b3e69b,ITQ96_CENTERED,101.0,495,1.0,2.0,2.0,3.0,1.0,1.0,,,
70b3e69b,ITQ96_CENTERED,202.0,495,0.0,1.0,1.0,2.0,2.0,0.0,,,
70b3e69b,ITQ96_CENTERED,303.0,495,1.0,3.0,1.0,3.0,3.0,0.0,,,
70b3e69b,ITQ96_CENTERED,404.0,495,0.0,1.0,1.0,3.0,2.0,1.0,,,
70b3e69b,ITQ96_CENTERED,505.0,495,1.0,2.0,2.0,3.0,1.0,1.0,,,
71017276,SIGN96_CENTERED,,614,23.0,1.0,31.0,4.0,1.0,1.0,,,
71017276,ITQ96_CENTERED,101.0,614,22.0,1.0,23.0,4.0,2.0,1.0,,,
71017276,ITQ96_CENTERED,202.0,614,20.0,1.0,22.0,2.0,1.0,1.0,,,
71017276,ITQ96_CENTERED,303.0,614,20.0,1.0,22.0,1.0,1.0,0.0,,,
71017276,ITQ96_CENTERED,404.0,614,23.0,1.0,25.0,1.0,1.0,0.0,,,
71017276,ITQ96_CENTERED,505.0,614,23.0,1.0,24.0,3.0,2.0,1.0,,,
71017277,SIGN96_CENTERED,,493,26.0,1.0,33.0,1.0,1.0,0.0,,,
71017277,ITQ96_CENTERED,101.0,493,18.0,1.0,20.0,2.0,1.0,1.0,,,
71017277,ITQ96_CENTERED,202.0,493,18.0,2.0,19.0,1.0,1.0,0.0,,,
71017277,ITQ96_CENTERED,303.0,493,18.0,1.0,19.0,3.0,2.0,1.0,,,
71017277,ITQ96_CENTERED,404.0,493,15.0,1.0,18.0,1.0,1.0,0.0,,,
71017277,ITQ96_CENTERED,505.0,493,20.0,2.0,21.0,5.0,1.0,1.0,,,
71315a70,SIGN96_CENTERED,,514,15.0,1.0,24.0,2.0,1.0,1.0,,,
71315a70,ITQ96_CENTERED,101.0,514,5.0,2.0,6.0,1.0,1.0,0.0,,,
71315a70,ITQ96_CENTERED,202.0,514,4.0,1.0,9.0,1.0,1.0,0.0,,,
71315a70,ITQ96_CENTERED,303.0,514,4.0,1.0,7.0,2.0,1.0,1.0,,,
71315a70,ITQ96_CENTERED,404.0,514,7.0,2.0,8.0,1.0,1.0,0.0,,,
71315a70,ITQ96_CENTERED,505.0,514,5.0,1.0,6.0,2.0,2.0,0.0,,,
7161e7e2,SIGN96_CENTERED,,550,23.0,1.0,26.0,1.0,1.0,0.0,,,
7161e7e2,ITQ96_CENTERED,101.0,550,0.0,7.0,0.0,7.0,3.0,1.0,,,
7161e7e2,ITQ96_CENTERED,202.0,550,0.0,7.0,0.0,7.0,3.0,1.0,,,
7161e7e2,ITQ96_CENTERED,303.0,550,1.0,7.0,1.0,7.0,3.0,1.0,,,
7161e7e2,ITQ96_CENTERED,404.0,550,0.0,6.0,0.0,6.0,3.0,1.0,,,
7161e7e2,ITQ96_CENTERED,505.0,550,0.0,7.0,0.0,7.0,3.0,1.0,,,
71a3fd6b,SIGN96_CENTERED,,439,21.0,1.0,25.0,1.0,1.0,0.0,,,
71a3fd6b,ITQ96_CENTERED,101.0,439,2.0,3.0,2.0,3.0,3.0,0.0,,,
71a3fd6b,ITQ96_CENTERED,202.0,439,3.0,4.0,3.0,4.0,3.0,1.0,,,
71a3fd6b,ITQ96_CENTERED,303.0,439,2.0,4.0,2.0,4.0,3.0,1.0,,,
71a3fd6b,ITQ96_CENTERED,404.0,439,2.0,3.0,2.0,3.0,3.0,0.0,,,
71a3fd6b,ITQ96_CENTERED,505.0,439,3.0,1.0,5.0,2.0,1.0,1.0,,,
720133ac,SIGN96_CENTERED,,466,24.0,1.0,30.0,1.0,1.0,0.0,,,
720133ac,ITQ96_CENTERED,101.0,466,17.0,4.0,17.0,4.0,3.0,1.0,,,
720133ac,ITQ96_CENTERED,202.0,466,12.0,2.0,14.0,1.0,1.0,0.0,,,
720133ac,ITQ96_CENTERED,303.0,466,13.0,1.0,16.0,2.0,1.0,1.0,,,
720133ac,ITQ96_CENTERED,404.0,466,14.0,1.0,16.0,1.0,1.0,0.0,,,
720133ac,ITQ96_CENTERED,505.0,466,12.0,1.0,15.0,1.0,1.0,0.0,,,
726462e0,SIGN96_CENTERED,,501,28.0,1.0,33.0,1.0,1.0,0.0,,,
726462e0,ITQ96_CENTERED,101.0,501,29.0,1.0,31.0,5.0,2.0,1.0,,,
