question_id,method,itq_seed,N_archive,unique_document_codes,unique_document_code_fraction,duplicate_code_fraction,largest_collision_bucket,query_exact_code_match_count,query_exact_code_match_fraction
0e5e2d1a,ITQ96_CENTERED,202.0,450,396.0,0.88,0.12,4,1.0,0.0022222222222222222
0e5e2d1a,ITQ96_CENTERED,303.0,450,397.0,0.8822222222222222,0.11777777777777776,6,6.0,0.013333333333333334
0e5e2d1a,ITQ96_CENTERED,404.0,450,398.0,0.8844444444444445,0.11555555555555552,4,3.0,0.006666666666666667
0e5e2d1a,ITQ96_CENTERED,505.0,450,399.0,0.8866666666666667,0.11333333333333329,4,4.0,0.008888888888888889
0ea62687,SIGN96_CENTERED,,460,460.0,1.0,0.0,1,0.0,0.0
0ea62687,ITQ96_CENTERED,101.0,460,408.0,0.8869565217391304,0.11304347826086958,6,0.0,0.0
0ea62687,ITQ96_CENTERED,202.0,460,419.0,0.9108695652173913,0.08913043478260874,6,0.0,0.0
0ea62687,ITQ96_CENTERED,303.0,460,417.0,0.9065217391304348,0.09347826086956523,6,0.0,0.0
0ea62687,ITQ96_CENTERED,404.0,460,416.0,0.9043478260869565,0.09565217391304348,4,0.0,0.0
0ea62687,ITQ96_CENTERED,505.0,460,417.0,0.9065217391304348,0.09347826086956523,5,0.0,0.0
0edc2aef,SIGN96_CENTERED,,475,473.0,0.9957894736842106,0.004210526315789442,3,0.0,0.0
0edc2aef,ITQ96_CENTERED,101.0,475,420.0,0.8842105263157894,0.11578947368421055,5,0.0,0.0
0edc2aef,ITQ96_CENTERED,202.0,475,426.0,0.8968421052631579,0.10315789473684212,4,0.0,0.0
0edc2aef,ITQ96_CENTERED,303.0,475,412.0,0.8673684210526316,0.13263157894736843,6,0.0,0.0
0edc2aef,ITQ96_CENTERED,404.0,475,416.0,0.8757894736842106,0.12421052631578944,4,0.0,0.0
0edc2aef,ITQ96_CENTERED,505.0,475,417.0,0.8778947368421053,0.12210526315789472,6,0.0,0.0
0f05491a,SIGN96_CENTERED,,489,488.0,0.9979550102249489,0.002044989775051076,2,0.0,0.0
0f05491a,ITQ96_CENTERED,101.0,489,429.0,0.8773006134969326,0.12269938650306744,6,0.0,0.0
0f05491a,ITQ96_CENTERED,202.0,489,442.0,0.9038854805725971,0.0961145194274029,6,0.0,0.0
0f05491a,ITQ96_CENTERED,303.0,489,433.0,0.885480572597137,0.11451942740286303,7,0.0,0.0
0f05491a,ITQ96_CENTERED,404.0,489,432.0,0.8834355828220859,0.1165644171779141,7,0.0,0.0
0f05491a,ITQ96_CENTERED,505.0,489,432.0,0.8834355828220859,0.1165644171779141,6,0.0,0.0
10d9b85a,SIGN96_CENTERED,,466,465.0,0.9978540772532188,0.0021459227467811592,2,0.0,0.0
10d9b85a,ITQ96_CENTERED,101.0,466,434.0,0.9313304721030042,0.06866952789699576,4,0.0,0.0
10d9b85a,ITQ96_CENTERED,202.0,466,432.0,0.927038626609442,0.07296137339055797,3,0.0,0.0
10d9b85a,ITQ96_CENTERED,303.0,466,431.0,0.924892703862661,0.07510729613733902,3,0.0,0.0
10d9b85a,ITQ96_CENTERED,404.0,466,428.0,0.9184549356223176,0.08154506437768239,4,0.0,0.0
10d9b85a,ITQ96_CENTERED,505.0,466,441.0,0.9463519313304721,0.05364806866952787,3,0.0,0.0
