method,itq_seed,bit_index,positive_fraction,mean_occupancy,min_occupancy,max_occupancy,dead_constant_bit_count,mean_abs_deviation_from_0_5
ITQ96_CENTERED,101,74,0.500561298066544,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,75,0.49949483174011033,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,76,0.4987521912212982,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,77,0.49968480954724837,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,78,0.5005569803891091,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,79,0.49936530141706176,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,80,0.49829883509062806,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,81,0.5001079419358738,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,82,0.49832905883267276,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,83,0.5001165772907438,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,84,0.5007512758736821,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,85,0.4997841161282523,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,86,0.4992832655457976,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,87,0.49940416051397635,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,88,0.5021027089108226,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,89,0.49987478735438634,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,90,0.4988212740602575,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,91,0.49927031251349274,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,92,0.4983247411552378,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,93,0.49765981883025484,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,94,0.4977116309594743,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,101,95,0.4997754807733824,0.5000872080890247,0.49676605960121933,0.5036268490453615,0,0.0009995873019985064
ITQ96_CENTERED,202,0,0.5016623058124574,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,1,0.49904579328687515,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,2,0.49974093935390274,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,3,0.5041622410472958,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,4,0.5001165772907438,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,5,0.5012866678756164,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,6,0.5034411889156585,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,7,0.5003670025819711,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,8,0.5023919932989647,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
ITQ96_CENTERED,202,9,0.49954232619189487,0.5001772046780596,0.4961702201151956,0.5042960890477794,0,0.0011879010042917745
