source_row_ordinal_1based,N_archive,variant,component,shared_component_bytes,reference_96bit_code_volume_bytes,shared_component_to_code_volume_ratio
1,514,actual_numpy_fitted_float64,raw_array,73728,6168,11.95330739299611
1,514,actual_numpy_fitted_float64,npy_array_container,73856,6168,11.974059662775616
1,514,explicit_float32_conversion,raw_array,36864,6168,5.976653696498055
1,514,explicit_float32_conversion,npy_array_container,36992,6168,5.997405966277562
2,486,actual_numpy_fitted_float64,raw_array,73728,5832,12.641975308641975
2,486,actual_numpy_fitted_float64,npy_array_container,73856,5832,12.663923182441701
2,486,explicit_float32_conversion,raw_array,36864,5832,6.320987654320987
2,486,explicit_float32_conversion,npy_array_container,36992,5832,6.342935528120713
3,486,actual_numpy_fitted_float64,raw_array,73728,5832,12.641975308641975
3,486,actual_numpy_fitted_float64,npy_array_container,73856,5832,12.663923182441701
3,486,explicit_float32_conversion,raw_array,36864,5832,6.320987654320987
3,486,explicit_float32_conversion,npy_array_container,36992,5832,6.342935528120713
4,487,actual_numpy_fitted_float64,raw_array,73728,5844,12.616016427104723
4,487,actual_numpy_fitted_float64,npy_array_container,73856,5844,12.63791923340178
4,487,explicit_float32_conversion,raw_array,36864,5844,6.308008213552362
4,487,explicit_float32_conversion,npy_array_container,36992,5844,6.329911019849418
5,494,actual_numpy_fitted_float64,raw_array,73728,5928,12.437246963562753
5,494,actual_numpy_fitted_float64,npy_array_container,73856,5928,12.458839406207828
5,494,explicit_float32_conversion,raw_array,36864,5928,6.218623481781377
5,494,explicit_float32_conversion,npy_array_container,36992,5928,6.240215924426451
6,443,actual_numpy_fitted_float64,raw_array,73728,5316,13.869074492099323
6,443,actual_numpy_fitted_float64,npy_array_container,73856,5316,13.893152746425883
6,443,explicit_float32_conversion,raw_array,36864,5316,6.934537246049661
6,443,explicit_float32_conversion,npy_array_container,36992,5316,6.958615500376223
7,479,actual_numpy_fitted_float64,raw_array,73728,5748,12.826722338204593
7,479,actual_numpy_fitted_float64,npy_array_container,73856,5748,12.848990953375086
7,479,explicit_float32_conversion,raw_array,36864,5748,6.413361169102297
7,479,explicit_float32_conversion,npy_array_container,36992,5748,6.43562978427279
8,503,actual_numpy_fitted_float64,raw_array,73728,6036,12.214711729622266
8,503,actual_numpy_fitted_float64,npy_array_container,73856,6036,12.235917826375083
8,503,explicit_float32_conversion,raw_array,36864,6036,6.107355864811133
8,503,explicit_float32_conversion,npy_array_container,36992,6036,6.12856196156395
9,513,actual_numpy_fitted_float64,raw_array,73728,6156,11.976608187134502
9,513,actual_numpy_fitted_float64,npy_array_container,73856,6156,11.99740090968161
9,513,explicit_float32_conversion,raw_array,36864,6156,5.988304093567251
9,513,explicit_float32_conversion,npy_array_container,36992,6156,6.00909681611436
10,527,actual_numpy_fitted_float64,raw_array,73728,6324,11.658444022770398
10,527,actual_numpy_fitted_float64,npy_array_container,73856,6324,11.678684376976596
10,527,explicit_float32_conversion,raw_array,36864,6324,5.829222011385199
10,527,explicit_float32_conversion,npy_array_container,36992,6324,5.849462365591398
11,551,actual_numpy_fitted_float64,raw_array,73728,6612,11.150635208711433
11,551,actual_numpy_fitted_float64,npy_array_container,73856,6612,11.169993950393225
11,551,explicit_float32_conversion,raw_array,36864,6612,5.575317604355717
11,551,explicit_float32_conversion,npy_array_container,36992,6612,5.594676346037508
12,524,actual_numpy_fitted_float64,raw_array,73728,6288,11.725190839694656
12,524,actual_numpy_fitted_float64,npy_array_container,73856,6288,11.745547073791348
12,524,explicit_float32_conversion,raw_array,36864,6288,5.862595419847328
12,524,explicit_float32_conversion,npy_array_container,36992,6288,5.88295165394402
13,490,actual_numpy_fitted_float64,raw_array,73728,5880,12.538775510204081
13,490,actual_numpy_fitted_float64,npy_array_container,73856,5880,12.560544217687076
13,490,explicit_float32_conversion,raw_array,36864,5880,6.2693877551020405
13,490,explicit_float32_conversion,npy_array_container,36992,5880,6.291156462585034
14,484,actual_numpy_fitted_float64,raw_array,73728,5808,12.694214876033058
14,484,actual_numpy_fitted_float64,npy_array_container,73856,5808,12.71625344352617
14,484,explicit_float32_conversion,raw_array,36864,5808,6.347107438016529
14,484,explicit_float32_conversion,npy_array_container,36992,5808,6.369146005509642
15,480,actual_numpy_fitted_float64,raw_array,73728,5760,12.8
15,480,actual_numpy_fitted_float64,npy_array_container,73856,5760,12.822222222222223
15,480,explicit_float32_conversion,raw_array,36864,5760,6.4
15,480,explicit_float32_conversion,npy_array_container,36992,5760,6.4222222222222225
16,484,actual_numpy_fitted_float64,raw_array,73728,5808,12.694214876033058
16,484,actual_numpy_fitted_float64,npy_array_container,73856,5808,12.71625344352617
16,484,explicit_float32_conversion,raw_array,36864,5808,6.347107438016529
16,484,explicit_float32_conversion,npy_array_container,36992,5808,6.369146005509642
17,466,actual_numpy_fitted_float64,raw_array,73728,5592,13.184549356223176
17,466,actual_numpy_fitted_float64,npy_array_container,73856,5592,13.207439198855507
17,466,explicit_float32_conversion,raw_array,36864,5592,6.592274678111588
17,466,explicit_float32_conversion,npy_array_container,36992,5592,6.61516452074392
18,479,actual_numpy_fitted_float64,raw_array,73728,5748,12.826722338204593
18,479,actual_numpy_fitted_float64,npy_array_container,73856,5748,12.848990953375086
18,479,explicit_float32_conversion,raw_array,36864,5748,6.413361169102297
18,479,explicit_float32_conversion,npy_array_container,36992,5748,6.43562978427279
19,481,actual_numpy_fitted_float64,raw_array,73728,5772,12.773388773388774
19,481,actual_numpy_fitted_float64,npy_array_container,73856,5772,12.795564795564795
19,481,explicit_float32_conversion,raw_array,36864,5772,6.386694386694387
19,481,explicit_float32_conversion,npy_array_container,36992,5772,6.408870408870409
20,485,actual_numpy_fitted_float64,raw_array,73728,5820,12.668041237113401
20,485,actual_numpy_fitted_float64,npy_array_container,73856,5820,12.690034364261168
20,485,explicit_float32_conversion,raw_array,36864,5820,6.334020618556701
20,485,explicit_float32_conversion,npy_array_container,36992,5820,6.356013745704467
21,484,actual_numpy_fitted_float64,raw_array,73728,5808,12.694214876033058
21,484,actual_numpy_fitted_float64,npy_array_container,73856,5808,12.71625344352617
21,484,explicit_float32_conversion,raw_array,36864,5808,6.347107438016529
21,484,explicit_float32_conversion,npy_array_container,36992,5808,6.369146005509642
22,463,actual_numpy_fitted_float64,raw_array,73728,5556,13.269978401727862
22,463,actual_numpy_fitted_float64,npy_array_container,73856,5556,13.293016558675307
22,463,explicit_float32_conversion,raw_array,36864,5556,6.634989200863931
22,463,explicit_float32_conversion,npy_array_container,36992,5556,6.658027357811375
23,443,actual_numpy_fitted_float64,raw_array,73728,5316,13.869074492099323
23,443,actual_numpy_fitted_float64,npy_array_container,73856,5316,13.893152746425883
23,443,explicit_float32_conversion,raw_array,36864,5316,6.934537246049661
23,443,explicit_float32_conversion,npy_array_container,36992,5316,6.958615500376223
24,486,actual_numpy_fitted_float64,raw_array,73728,5832,12.641975308641975
24,486,actual_numpy_fitted_float64,npy_array_container,73856,5832,12.663923182441701
24,486,explicit_float32_conversion,raw_array,36864,5832,6.320987654320987
24,486,explicit_float32_conversion,npy_array_container,36992,5832,6.342935528120713
25,462,actual_numpy_fitted_float64,raw_array,73728,5544,13.2987012987013
25,462,actual_numpy_fitted_float64,npy_array_container,73856,5544,13.321789321789321
25,462,explicit_float32_conversion,raw_array,36864,5544,6.64935064935065
25,462,explicit_float32_conversion,npy_array_container,36992,5544,6.672438672438672
26,483,actual_numpy_fitted_float64,raw_array,73728,5796,12.720496894409937
26,483,actual_numpy_fitted_float64,npy_array_container,73856,5796,12.742581090407178
26,483,explicit_float32_conversion,raw_array,36864,5796,6.3602484472049685
26,483,explicit_float32_conversion,npy_array_container,36992,5796,6.382332643202209
27,481,actual_numpy_fitted_float64,raw_array,73728,5772,12.773388773388774
27,481,actual_numpy_fitted_float64,npy_array_container,73856,5772,12.795564795564795
27,481,explicit_float32_conversion,raw_array,36864,5772,6.386694386694387
27,481,explicit_float32_conversion,npy_array_container,36992,5772,6.408870408870409
28,450,actual_numpy_fitted_float64,raw_array,73728,5400,13.653333333333334
28,450,actual_numpy_fitted_float64,npy_array_container,73856,5400,13.677037037037037
28,450,explicit_float32_conversion,raw_array,36864,5400,6.826666666666667
28,450,explicit_float32_conversion,npy_array_container,36992,5400,6.850370370370371
29,460,actual_numpy_fitted_float64,raw_array,73728,5520,13.356521739130434
29,460,actual_numpy_fitted_float64,npy_array_container,73856,5520,13.379710144927536
29,460,explicit_float32_conversion,raw_array,36864,5520,6.678260869565217
29,460,explicit_float32_conversion,npy_array_container,36992,5520,6.701449275362319
30,475,actual_numpy_fitted_float64,raw_array,73728,5700,12.934736842105263
30,475,actual_numpy_fitted_float64,npy_array_container,73856,5700,12.95719298245614
30,475,explicit_float32_conversion,raw_array,36864,5700,6.467368421052631
30,475,explicit_float32_conversion,npy_array_container,36992,5700,6.489824561403509
31,489,actual_numpy_fitted_float64,raw_array,73728,5868,12.56441717791411
31,489,actual_numpy_fitted_float64,npy_array_container,73856,5868,12.586230402181322
31,489,explicit_float32_conversion,raw_array,36864,5868,6.282208588957055
31,489,explicit_float32_conversion,npy_array_container,36992,5868,6.304021813224267
32,466,actual_numpy_fitted_float64,raw_array,73728,5592,13.184549356223176
32,466,actual_numpy_fitted_float64,npy_array_container,73856,5592,13.207439198855507
32,466,explicit_float32_conversion,raw_array,36864,5592,6.592274678111588
32,466,explicit_float32_conversion,npy_array_container,36992,5592,6.61516452074392
33,472,actual_numpy_fitted_float64,raw_array,73728,5664,13.016949152542374
33,472,actual_numpy_fitted_float64,npy_array_container,73856,5664,13.03954802259887
33,472,explicit_float32_conversion,raw_array,36864,5664,6.508474576271187
33,472,explicit_float32_conversion,npy_array_container,36992,5664,6.531073446327683
34,485,actual_numpy_fitted_float64,raw_array,73728,5820,12.668041237113401
34,485,actual_numpy_fitted_float64,npy_array_container,73856,5820,12.690034364261168
34,485,explicit_float32_conversion,raw_array,36864,5820,6.334020618556701
34,485,explicit_float32_conversion,npy_array_container,36992,5820,6.356013745704467
35,467,actual_numpy_fitted_float64,raw_array,73728,5604,13.156316916488223
35,467,actual_numpy_fitted_float64,npy_array_container,73856,5604,13.179157744468236
35,467,explicit_float32_conversion,raw_array,36864,5604,6.578158458244111
35,467,explicit_float32_conversion,npy_array_container,36992,5604,6.600999286224126
36,451,actual_numpy_fitted_float64,raw_array,73728,5412,13.623059866962306
36,451,actual_numpy_fitted_float64,npy_array_container,73856,5412,13.646711012564671
36,451,explicit_float32_conversion,raw_array,36864,5412,6.811529933481153
36,451,explicit_float32_conversion,npy_array_container,36992,5412,6.835181079083518
37,478,actual_numpy_fitted_float64,raw_array,73728,5736,12.853556485355648
37,478,actual_numpy_fitted_float64,npy_array_container,73856,5736,12.87587168758717
37,478,explicit_float32_conversion,raw_array,36864,5736,6.426778242677824
37,478,explicit_float32_conversion,npy_array_container,36992,5736,6.449093444909344
38,474,actual_numpy_fitted_float64,raw_array,73728,5688,12.962025316455696
38,474,actual_numpy_fitted_float64,npy_array_container,73856,5688,12.9845288326301
38,474,explicit_float32_conversion,raw_array,36864,5688,6.481012658227848
38,474,explicit_float32_conversion,npy_array_container,36992,5688,6.50351617440225
39,503,actual_numpy_fitted_float64,raw_array,73728,6036,12.214711729622266
39,503,actual_numpy_fitted_float64,npy_array_container,73856,6036,12.235917826375083
39,503,explicit_float32_conversion,raw_array,36864,6036,6.107355864811133
39,503,explicit_float32_conversion,npy_array_container,36992,6036,6.12856196156395
40,509,actual_numpy_fitted_float64,raw_array,73728,6108,12.070726915520629
40,509,actual_numpy_fitted_float64,npy_array_container,73856,6108,12.091683038637852
40,509,explicit_float32_conversion,raw_array,36864,6108,6.035363457760314
40,509,explicit_float32_conversion,npy_array_container,36992,6108,6.056319580877537
41,473,actual_numpy_fitted_float64,raw_array,73728,5676,12.989429175475687
41,473,actual_numpy_fitted_float64,npy_array_container,73856,5676,13.011980267794222
41,473,explicit_float32_conversion,raw_array,36864,5676,6.494714587737843
41,473,explicit_float32_conversion,npy_array_container,36992,5676,6.5172656800563775
42,436,actual_numpy_fitted_float64,raw_array,73728,5232,14.091743119266056
42,436,actual_numpy_fitted_float64,npy_array_container,73856,5232,14.116207951070336
42,436,explicit_float32_conversion,raw_array,36864,5232,7.045871559633028
42,436,explicit_float32_conversion,npy_array_container,36992,5232,7.0703363914373085
43,503,actual_numpy_fitted_float64,raw_array,73728,6036,12.214711729622266
43,503,actual_numpy_fitted_float64,npy_array_container,73856,6036,12.235917826375083
43,503,explicit_float32_conversion,raw_array,36864,6036,6.107355864811133
43,503,explicit_float32_conversion,npy_array_container,36992,6036,6.12856196156395
44,486,actual_numpy_fitted_float64,raw_array,73728,5832,12.641975308641975
44,486,actual_numpy_fitted_float64,npy_array_container,73856,5832,12.663923182441701
44,486,explicit_float32_conversion,raw_array,36864,5832,6.320987654320987
44,486,explicit_float32_conversion,npy_array_container,36992,5832,6.342935528120713
45,515,actual_numpy_fitted_float64,raw_array,73728,6180,11.930097087378641
45,515,actual_numpy_fitted_float64,npy_array_container,73856,6180,11.950809061488673
45,515,explicit_float32_conversion,raw_array,36864,6180,5.965048543689321
45,515,explicit_float32_conversion,npy_array_container,36992,6180,5.985760517799353
46,482,actual_numpy_fitted_float64,raw_array,73728,5784,12.746887966804978
46,482,actual_numpy_fitted_float64,npy_array_container,73856,5784,12.769017980636239
46,482,explicit_float32_conversion,raw_array,36864,5784,6.373443983402489
46,482,explicit_float32_conversion,npy_array_container,36992,5784,6.395573997233749
47,532,actual_numpy_fitted_float64,raw_array,73728,6384,11.548872180451127
47,532,actual_numpy_fitted_float64,npy_array_container,73856,6384,11.568922305764412
47,532,explicit_float32_conversion,raw_array,36864,6384,5.774436090225564
47,532,explicit_float32_conversion,npy_array_container,36992,6384,5.794486215538847
48,501,actual_numpy_fitted_float64,raw_array,73728,6012,12.263473053892216
48,501,actual_numpy_fitted_float64,npy_array_container,73856,6012,12.284763805721889
48,501,explicit_float32_conversion,raw_array,36864,6012,6.131736526946108
48,501,explicit_float32_conversion,npy_array_container,36992,6012,6.153027278775782
49,466,actual_numpy_fitted_float64,raw_array,73728,5592,13.184549356223176
49,466,actual_numpy_fitted_float64,npy_array_container,73856,5592,13.207439198855507
49,466,explicit_float32_conversion,raw_array,36864,5592,6.592274678111588
49,466,explicit_float32_conversion,npy_array_container,36992,5592,6.61516452074392
50,548,actual_numpy_fitted_float64,raw_array,73728,6576,11.211678832116789
50,548,actual_numpy_fitted_float64,npy_array_container,73856,6576,11.231143552311435
50,548,explicit_float32_conversion,raw_array,36864,6576,5.605839416058394
50,548,explicit_float32_conversion,npy_array_container,36992,6576,5.625304136253042
51,462,actual_numpy_fitted_float64,raw_array,73728,5544,13.2987012987013
51,462,actual_numpy_fitted_float64,npy_array_container,73856,5544,13.321789321789321
51,462,explicit_float32_conversion,raw_array,36864,5544,6.64935064935065
51,462,explicit_float32_conversion,npy_array_container,36992,5544,6.672438672438672
52,485,actual_numpy_fitted_float64,raw_array,73728,5820,12.668041237113401
52,485,actual_numpy_fitted_float64,npy_array_container,73856,5820,12.690034364261168
52,485,explicit_float32_conversion,raw_array,36864,5820,6.334020618556701
52,485,explicit_float32_conversion,npy_array_container,36992,5820,6.356013745704467
53,506,actual_numpy_fitted_float64,raw_array,73728,6072,12.142292490118576
53,506,actual_numpy_fitted_float64,npy_array_container,73856,6072,12.163372859025033
53,506,explicit_float32_conversion,raw_array,36864,6072,6.071146245059288
53,506,explicit_float32_conversion,npy_array_container,36992,6072,6.092226613965744
54,474,actual_numpy_fitted_float64,raw_array,73728,5688,12.962025316455696
54,474,actual_numpy_fitted_float64,npy_array_container,73856,5688,12.9845288326301
54,474,explicit_float32_conversion,raw_array,36864,5688,6.481012658227848
54,474,explicit_float32_conversion,npy_array_container,36992,5688,6.50351617440225
55,462,actual_numpy_fitted_float64,raw_array,73728,5544,13.2987012987013
55,462,actual_numpy_fitted_float64,npy_array_container,73856,5544,13.321789321789321
55,462,explicit_float32_conversion,raw_array,36864,5544,6.64935064935065
55,462,explicit_float32_conversion,npy_array_container,36992,5544,6.672438672438672
56,473,actual_numpy_fitted_float64,raw_array,73728,5676,12.989429175475687
56,473,actual_numpy_fitted_float64,npy_array_container,73856,5676,13.011980267794222
56,473,explicit_float32_conversion,raw_array,36864,5676,6.494714587737843
56,473,explicit_float32_conversion,npy_array_container,36992,5676,6.5172656800563775
57,510,actual_numpy_fitted_float64,raw_array,73728,6120,12.047058823529412
57,510,actual_numpy_fitted_float64,npy_array_container,73856,6120,12.06797385620915
57,510,explicit_float32_conversion,raw_array,36864,6120,6.023529411764706
57,510,explicit_float32_conversion,npy_array_container,36992,6120,6.044444444444444
58,522,actual_numpy_fitted_float64,raw_array,73728,6264,11.770114942528735
58,522,actual_numpy_fitted_float64,npy_array_container,73856,6264,11.790549169859515
58,522,explicit_float32_conversion,raw_array,36864,6264,5.885057471264368
58,522,explicit_float32_conversion,npy_array_container,36992,6264,5.905491698595147
59,494,actual_numpy_fitted_float64,raw_array,73728,5928,12.437246963562753
59,494,actual_numpy_fitted_float64,npy_array_container,73856,5928,12.458839406207828
59,494,explicit_float32_conversion,raw_array,36864,5928,6.218623481781377
59,494,explicit_float32_conversion,npy_array_container,36992,5928,6.240215924426451
60,523,actual_numpy_fitted_float64,raw_array,73728,6276,11.747609942638624
60,523,actual_numpy_fitted_float64,npy_array_container,73856,6276,11.768005098789038
60,523,explicit_float32_conversion,raw_array,36864,6276,5.873804971319312
60,523,explicit_float32_conversion,npy_array_container,36992,6276,5.894200127469726
61,512,actual_numpy_fitted_float64,raw_array,73728,6144,12.0
61,512,actual_numpy_fitted_float64,npy_array_container,73856,6144,12.020833333333334
61,512,explicit_float32_conversion,raw_array,36864,6144,6.0
61,512,explicit_float32_conversion,npy_array_container,36992,6144,6.020833333333333
62,497,actual_numpy_fitted_float64,raw_array,73728,5964,12.362173038229376
62,497,actual_numpy_fitted_float64,npy_array_container,73856,5964,12.383635144198525
62,497,explicit_float32_conversion,raw_array,36864,5964,6.181086519114688
62,497,explicit_float32_conversion,npy_array_container,36992,5964,6.202548625083836
63,473,actual_numpy_fitted_float64,raw_array,73728,5676,12.989429175475687
63,473,actual_numpy_fitted_float64,npy_array_container,73856,5676,13.011980267794222
63,473,explicit_float32_conversion,raw_array,36864,5676,6.494714587737843
63,473,explicit_float32_conversion,npy_array_container,36992,5676,6.5172656800563775
64,493,actual_numpy_fitted_float64,raw_array,73728,5916,12.462474645030426
64,493,actual_numpy_fitted_float64,npy_array_container,73856,5916,12.484110885733603
64,493,explicit_float32_conversion,raw_array,36864,5916,6.231237322515213
64,493,explicit_float32_conversion,npy_array_container,36992,5916,6.252873563218391
65,523,actual_numpy_fitted_float64,raw_array,73728,6276,11.747609942638624
65,523,actual_numpy_fitted_float64,npy_array_container,73856,6276,11.768005098789038
65,523,explicit_float32_conversion,raw_array,36864,6276,5.873804971319312
65,523,explicit_float32_conversion,npy_array_container,36992,6276,5.894200127469726
66,506,actual_numpy_fitted_float64,raw_array,73728,6072,12.142292490118576
66,506,actual_numpy_fitted_float64,npy_array_container,73856,6072,12.163372859025033
66,506,explicit_float32_conversion,raw_array,36864,6072,6.071146245059288
66,506,explicit_float32_conversion,npy_array_container,36992,6072,6.092226613965744
67,478,actual_numpy_fitted_float64,raw_array,73728,5736,12.853556485355648
67,478,actual_numpy_fitted_float64,npy_array_container,73856,5736,12.87587168758717
67,478,explicit_float32_conversion,raw_array,36864,5736,6.426778242677824
67,478,explicit_float32_conversion,npy_array_container,36992,5736,6.449093444909344
68,498,actual_numpy_fitted_float64,raw_array,73728,5976,12.337349397590362
68,498,actual_numpy_fitted_float64,npy_array_container,73856,5976,12.358768406961177
68,498,explicit_float32_conversion,raw_array,36864,5976,6.168674698795181
68,498,explicit_float32_conversion,npy_array_container,36992,5976,6.190093708165997
69,491,actual_numpy_fitted_float64,raw_array,73728,5892,12.513238289205702
69,491,actual_numpy_fitted_float64,npy_array_container,73856,5892,12.534962661235573
69,491,explicit_float32_conversion,raw_array,36864,5892,6.256619144602851
69,491,explicit_float32_conversion,npy_array_container,36992,5892,6.278343516632722
70,475,actual_numpy_fitted_float64,raw_array,73728,5700,12.934736842105263
70,475,actual_numpy_fitted_float64,npy_array_container,73856,5700,12.95719298245614
70,475,explicit_float32_conversion,raw_array,36864,5700,6.467368421052631
70,475,explicit_float32_conversion,npy_array_container,36992,5700,6.489824561403509
71,500,actual_numpy_fitted_float64,raw_array,73728,6000,12.288
71,500,actual_numpy_fitted_float64,npy_array_container,73856,6000,12.309333333333333
71,500,explicit_float32_conversion,raw_array,36864,6000,6.144
71,500,explicit_float32_conversion,npy_array_container,36992,6000,6.165333333333334
72,431,actual_numpy_fitted_float64,raw_array,73728,5172,14.25522041763341
72,431,actual_numpy_fitted_float64,npy_array_container,73856,5172,14.279969064191802
72,431,explicit_float32_conversion,raw_array,36864,5172,7.127610208816705
72,431,explicit_float32_conversion,npy_array_container,36992,5172,7.1523588553750965
73,496,actual_numpy_fitted_float64,raw_array,73728,5952,12.387096774193548
73,496,actual_numpy_fitted_float64,npy_array_container,73856,5952,12.408602150537634
73,496,explicit_float32_conversion,raw_array,36864,5952,6.193548387096774
73,496,explicit_float32_conversion,npy_array_container,36992,5952,6.21505376344086
74,479,actual_numpy_fitted_float64,raw_array,73728,5748,12.826722338204593
74,479,actual_numpy_fitted_float64,npy_array_container,73856,5748,12.848990953375086
74,479,explicit_float32_conversion,raw_array,36864,5748,6.413361169102297
74,479,explicit_float32_conversion,npy_array_container,36992,5748,6.43562978427279
75,491,actual_numpy_fitted_float64,raw_array,73728,5892,12.513238289205702
75,491,actual_numpy_fitted_float64,npy_array_container,73856,5892,12.534962661235573
75,491,explicit_float32_conversion,raw_array,36864,5892,6.256619144602851
75,491,explicit_float32_conversion,npy_array_container,36992,5892,6.278343516632722
76,478,actual_numpy_fitted_float64,raw_array,73728,5736,12.853556485355648
76,478,actual_numpy_fitted_float64,npy_array_container,73856,5736,12.87587168758717
76,478,explicit_float32_conversion,raw_array,36864,5736,6.426778242677824
76,478,explicit_float32_conversion,npy_array_container,36992,5736,6.449093444909344
77,529,actual_numpy_fitted_float64,raw_array,73728,6348,11.61436672967864
77,529,actual_numpy_fitted_float64,npy_array_container,73856,6348,11.634530560806553
77,529,explicit_float32_conversion,raw_array,36864,6348,5.80718336483932
77,529,explicit_float32_conversion,npy_array_container,36992,6348,5.827347195967234
78,480,actual_numpy_fitted_float64,raw_array,73728,5760,12.8
78,480,actual_numpy_fitted_float64,npy_array_container,73856,5760,12.822222222222223
78,480,explicit_float32_conversion,raw_array,36864,5760,6.4
78,480,explicit_float32_conversion,npy_array_container,36992,5760,6.4222222222222225
79,494,actual_numpy_fitted_float64,raw_array,73728,5928,12.437246963562753
79,494,actual_numpy_fitted_float64,npy_array_container,73856,5928,12.458839406207828
79,494,explicit_float32_conversion,raw_array,36864,5928,6.218623481781377
79,494,explicit_float32_conversion,npy_array_container,36992,5928,6.240215924426451
80,485,actual_numpy_fitted_float64,raw_array,73728,5820,12.668041237113401
80,485,actual_numpy_fitted_float64,npy_array_container,73856,5820,12.690034364261168
80,485,explicit_float32_conversion,raw_array,36864,5820,6.334020618556701
80,485,explicit_float32_conversion,npy_array_container,36992,5820,6.356013745704467
81,487,actual_numpy_fitted_float64,raw_array,73728,5844,12.616016427104723
81,487,actual_numpy_fitted_float64,npy_array_container,73856,5844,12.63791923340178
81,487,explicit_float32_conversion,raw_array,36864,5844,6.308008213552362
81,487,explicit_float32_conversion,npy_array_container,36992,5844,6.329911019849418
82,500,actual_numpy_fitted_float64,raw_array,73728,6000,12.288
82,500,actual_numpy_fitted_float64,npy_array_container,73856,6000,12.309333333333333
82,500,explicit_float32_conversion,raw_array,36864,6000,6.144
82,500,explicit_float32_conversion,npy_array_container,36992,6000,6.165333333333334
83,524,actual_numpy_fitted_float64,raw_array,73728,6288,11.725190839694656
83,524,actual_numpy_fitted_float64,npy_array_container,73856,6288,11.745547073791348
83,524,explicit_float32_conversion,raw_array,36864,6288,5.862595419847328
83,524,explicit_float32_conversion,npy_array_container,36992,6288,5.88295165394402
84,475,actual_numpy_fitted_float64,raw_array,73728,5700,12.934736842105263
84,475,actual_numpy_fitted_float64,npy_array_container,73856,5700,12.95719298245614
84,475,explicit_float32_conversion,raw_array,36864,5700,6.467368421052631
84,475,explicit_float32_conversion,npy_array_container,36992,5700,6.489824561403509
85,539,actual_numpy_fitted_float64,raw_array,73728,6468,11.398886827458256
85,539,actual_numpy_fitted_float64,npy_array_container,73856,6468,11.418676561533704
85,539,explicit_float32_conversion,raw_array,36864,6468,5.699443413729128
85,539,explicit_float32_conversion,npy_array_container,36992,6468,5.719233147804577
86,519,actual_numpy_fitted_float64,raw_array,73728,6228,11.83815028901734
86,519,actual_numpy_fitted_float64,npy_array_container,73856,6228,11.858702633269107
86,519,explicit_float32_conversion,raw_array,36864,6228,5.91907514450867
86,519,explicit_float32_conversion,npy_array_container,36992,6228,5.939627488760436
87,545,actual_numpy_fitted_float64,raw_array,73728,6540,11.273394495412845
87,545,actual_numpy_fitted_float64,npy_array_container,73856,6540,11.29296636085627
87,545,explicit_float32_conversion,raw_array,36864,6540,5.636697247706422
87,545,explicit_float32_conversion,npy_array_container,36992,6540,5.656269113149847
88,490,actual_numpy_fitted_float64,raw_array,73728,5880,12.538775510204081
88,490,actual_numpy_fitted_float64,npy_array_container,73856,5880,12.560544217687076
88,490,explicit_float32_conversion,raw_array,36864,5880,6.2693877551020405
88,490,explicit_float32_conversion,npy_array_container,36992,5880,6.291156462585034
89,498,actual_numpy_fitted_float64,raw_array,73728,5976,12.337349397590362
89,498,actual_numpy_fitted_float64,npy_array_container,73856,5976,12.358768406961177
89,498,explicit_float32_conversion,raw_array,36864,5976,6.168674698795181
89,498,explicit_float32_conversion,npy_array_container,36992,5976,6.190093708165997
90,533,actual_numpy_fitted_float64,raw_array,73728,6396,11.527204502814259
90,533,actual_numpy_fitted_float64,npy_array_container,73856,6396,11.547217010631645
90,533,explicit_float32_conversion,raw_array,36864,6396,5.7636022514071295
90,533,explicit_float32_conversion,npy_array_container,36992,6396,5.783614759224515
91,567,actual_numpy_fitted_float64,raw_array,73728,6804,10.835978835978835
91,567,actual_numpy_fitted_float64,npy_array_container,73856,6804,10.854791299235744
91,567,explicit_float32_conversion,raw_array,36864,6804,5.417989417989418
91,567,explicit_float32_conversion,npy_array_container,36992,6804,5.436801881246326
92,538,actual_numpy_fitted_float64,raw_array,73728,6456,11.420074349442379
92,538,actual_numpy_fitted_float64,npy_array_container,73856,6456,11.439900867410161
92,538,explicit_float32_conversion,raw_array,36864,6456,5.710037174721189
92,538,explicit_float32_conversion,npy_array_container,36992,6456,5.729863692688972
93,479,actual_numpy_fitted_float64,raw_array,73728,5748,12.826722338204593
93,479,actual_numpy_fitted_float64,npy_array_container,73856,5748,12.848990953375086
93,479,explicit_float32_conversion,raw_array,36864,5748,6.413361169102297
93,479,explicit_float32_conversion,npy_array_container,36992,5748,6.43562978427279
94,470,actual_numpy_fitted_float64,raw_array,73728,5640,13.072340425531914
94,470,actual_numpy_fitted_float64,npy_array_container,73856,5640,13.095035460992907
94,470,explicit_float32_conversion,raw_array,36864,5640,6.536170212765957
94,470,explicit_float32_conversion,npy_array_container,36992,5640,6.55886524822695
95,431,actual_numpy_fitted_float64,raw_array,73728,5172,14.25522041763341
95,431,actual_numpy_fitted_float64,npy_array_container,73856,5172,14.279969064191802
95,431,explicit_float32_conversion,raw_array,36864,5172,7.127610208816705
95,431,explicit_float32_conversion,npy_array_container,36992,5172,7.1523588553750965
96,542,actual_numpy_fitted_float64,raw_array,73728,6504,11.335793357933579
96,542,actual_numpy_fitted_float64,npy_array_container,73856,6504,11.355473554735548
