bench,archive,arm,scorer,n,hit10_pct,fr3_pct,hit3_pct,exp_hit10_pct,loss_init,loss_final,haar_init,haar_final
PerLTQA,He Feng,RAND_20260916,qscale,311,89.06752411575563,60.82498467948629,76.84887459807074,89.06752411575563,,,,
PerLTQA,He Feng,ITQ_20260917,sym,311,87.78135048231512,53.98412100582518,69.77491961414792,87.72532397934327,36230.32880825507,35383.05129061992,0.8538444760618182,0.8338765858460577
PerLTQA,He Feng,ITQ_20260917,qscale,311,89.71061093247589,57.50170381601251,73.63344051446946,89.67845659163987,36230.32880825507,35383.05129061992,0.8538444760618182,0.8338765858460577
PerLTQA,He Feng,RAND_20260917,sym,311,86.81672025723472,53.32267991030049,68.81028938906752,86.43086816720258,,,,
PerLTQA,He Feng,RAND_20260917,qscale,311,89.38906752411575,59.16208701980407,74.91961414790997,89.38906752411575,,,,
PerLTQA,He Feng,ITQ_20260918,sym,311,85.20900321543408,53.44349425137207,67.84565916398714,85.79849946409432,36252.117480674766,35381.108730059495,0.8543579723009702,0.8338308052898636
PerLTQA,He Feng,ITQ_20260918,qscale,311,88.42443729903538,55.822787876646395,70.41800643086816,88.42443729903538,36252.117480674766,35381.108730059495,0.8543579723009702,0.8338308052898636
PerLTQA,He Feng,RAND_20260918,sym,311,88.42443729903538,56.008074187334635,72.02572347266882,88.08681672025723,,,,
PerLTQA,He Feng,RAND_20260918,qscale,311,88.10289389067523,60.87300516560966,76.20578778135048,88.10289389067523,,,,
PerLTQA,He Feng,ITQ_7,sym,311,86.49517684887459,55.74543980492533,71.38263665594855,86.11468381564845,36283.71881769699,35380.42025360142,0.8551027247760413,0.8338145798831406
PerLTQA,He Feng,ITQ_7,qscale,311,87.45980707395499,58.36264530396363,73.95498392282958,87.45980707395499,36283.71881769699,35380.42025360142,0.8551027247760413,0.8338145798831406
PerLTQA,He Feng,RAND_7,sym,311,86.81672025723472,58.95693802446213,74.59807073954984,87.29903536977493,,,,
PerLTQA,He Feng,RAND_7,qscale,311,88.10289389067523,60.716921966921966,76.52733118971061,88.10289389067523,,,,
PerLTQA,He Feng,ITQ_42,sym,311,85.85209003215434,50.42455891732419,66.55948553054662,86.00392997499107,36246.03514826024,35378.65943020649,0.8542146292482146,0.8337730823483808
PerLTQA,He Feng,ITQ_42,qscale,311,88.42443729903538,56.31458439738183,71.70418006430869,88.42443729903538,36246.03514826024,35378.65943020649,0.8542146292482146,0.8337730823483808
PerLTQA,He Feng,RAND_42,sym,311,88.10289389067523,52.916528362669844,68.81028938906752,87.94212218649517,,,,
PerLTQA,He Feng,RAND_42,qscale,311,90.35369774919614,57.27007183598823,72.66881028938906,90.35369774919614,,,,
