conv_id,question_id,method,seed,spearman_hamming_distance_vs_native,mean_top3_overlap_vs_native
locomo_0,locomo_0_qa20,ITQ96_CENTERED,404.0,0.15200250490305958,0.5166666666666666
locomo_0,locomo_0_qa20,ITQ96_CENTERED,505.0,0.10424254259317785,0.0
locomo_0,locomo_0_qa21,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa21,HAAR96_SIGN,43001.0,0.18967189742699203,0.33333333333333326
locomo_0,locomo_0_qa21,HAAR96_SIGN,43002.0,0.2603368662392701,0.33333333333333326
locomo_0,locomo_0_qa21,HAAR96_SIGN,43003.0,0.29495093031917363,0.0
locomo_0,locomo_0_qa21,HAAR96_SIGN,43004.0,0.25578739398418965,0.0
locomo_0,locomo_0_qa21,HAAR96_SIGN,43005.0,0.18097373072588804,0.0
locomo_0,locomo_0_qa21,ITQ96_CENTERED,101.0,0.1474317217372565,0.0
locomo_0,locomo_0_qa21,ITQ96_CENTERED,202.0,0.10459228000271494,0.21666666666666665
locomo_0,locomo_0_qa21,ITQ96_CENTERED,303.0,0.20537206979102596,0.0
locomo_0,locomo_0_qa21,ITQ96_CENTERED,404.0,0.2160989003489614,0.0
locomo_0,locomo_0_qa21,ITQ96_CENTERED,505.0,0.19497738119530048,0.0
locomo_0,locomo_0_qa22,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa22,HAAR96_SIGN,43001.0,0.27659304237731736,0.5166666666666666
locomo_0,locomo_0_qa22,HAAR96_SIGN,43002.0,0.1908167643189581,0.6666666666666665
locomo_0,locomo_0_qa22,HAAR96_SIGN,43003.0,0.23084570418448458,0.5333333333333332
locomo_0,locomo_0_qa22,HAAR96_SIGN,43004.0,0.20195212422778352,0.6666666666666665
locomo_0,locomo_0_qa22,HAAR96_SIGN,43005.0,0.20884947607288437,0.6666666666666665
locomo_0,locomo_0_qa22,ITQ96_CENTERED,101.0,0.3134488199735617,0.5166666666666666
locomo_0,locomo_0_qa22,ITQ96_CENTERED,202.0,0.20635266973403052,0.6666666666666665
locomo_0,locomo_0_qa22,ITQ96_CENTERED,303.0,0.20297332278692767,0.6666666666666665
locomo_0,locomo_0_qa22,ITQ96_CENTERED,404.0,0.24073795408956877,0.6666666666666665
locomo_0,locomo_0_qa22,ITQ96_CENTERED,505.0,0.20145219814696977,0.8333333333333333
locomo_0,locomo_0_qa23,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa23,HAAR96_SIGN,43001.0,0.23665978478240232,0.6666666666666665
locomo_0,locomo_0_qa23,HAAR96_SIGN,43002.0,0.21880553692384141,0.6666666666666665
locomo_0,locomo_0_qa23,HAAR96_SIGN,43003.0,0.1889019506032225,0.5
locomo_0,locomo_0_qa23,HAAR96_SIGN,43004.0,0.2605952487054207,0.6666666666666665
locomo_0,locomo_0_qa23,HAAR96_SIGN,43005.0,0.20793143619178747,0.6666666666666665
locomo_0,locomo_0_qa23,ITQ96_CENTERED,101.0,0.32297256801876556,0.6666666666666665
locomo_0,locomo_0_qa23,ITQ96_CENTERED,202.0,0.22706027215547456,0.6666666666666665
locomo_0,locomo_0_qa23,ITQ96_CENTERED,303.0,0.24624882049350394,0.6666666666666665
locomo_0,locomo_0_qa23,ITQ96_CENTERED,404.0,0.24711148585636705,0.6666666666666665
locomo_0,locomo_0_qa23,ITQ96_CENTERED,505.0,0.23651851002431923,0.6666666666666665
locomo_0,locomo_0_qa24,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa24,HAAR96_SIGN,43001.0,0.30304620732820264,0.41666666666666663
locomo_0,locomo_0_qa24,HAAR96_SIGN,43002.0,0.2858389050317627,0.33333333333333326
locomo_0,locomo_0_qa24,HAAR96_SIGN,43003.0,0.26484781715406686,0.33333333333333326
locomo_0,locomo_0_qa24,HAAR96_SIGN,43004.0,0.2975099124670936,0.33333333333333326
locomo_0,locomo_0_qa24,HAAR96_SIGN,43005.0,0.2938140214449839,0.4833333333333333
locomo_0,locomo_0_qa24,ITQ96_CENTERED,101.0,0.2892146919765027,0.33333333333333326
locomo_0,locomo_0_qa24,ITQ96_CENTERED,202.0,0.31715934586038397,0.33333333333333326
locomo_0,locomo_0_qa24,ITQ96_CENTERED,303.0,0.29302772337913524,0.33333333333333326
locomo_0,locomo_0_qa24,ITQ96_CENTERED,404.0,0.3125530393785642,0.33333333333333326
locomo_0,locomo_0_qa24,ITQ96_CENTERED,505.0,0.32952083081240213,0.33333333333333326
locomo_0,locomo_0_qa25,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa25,HAAR96_SIGN,43001.0,0.24700967362231527,0.0
locomo_0,locomo_0_qa25,HAAR96_SIGN,43002.0,0.23500170206657298,0.29999999999999993
locomo_0,locomo_0_qa25,HAAR96_SIGN,43003.0,0.24857968448149642,0.29999999999999993
locomo_0,locomo_0_qa25,HAAR96_SIGN,43004.0,0.21939012302853755,0.4833333333333333
locomo_0,locomo_0_qa25,HAAR96_SIGN,43005.0,0.21653713654348988,0.29999999999999993
locomo_0,locomo_0_qa25,ITQ96_CENTERED,101.0,0.24762369868251796,0.29999999999999993
locomo_0,locomo_0_qa25,ITQ96_CENTERED,202.0,0.19173319282432033,0.24999999999999994
locomo_0,locomo_0_qa25,ITQ96_CENTERED,303.0,0.19888320661761055,0.29999999999999993
locomo_0,locomo_0_qa25,ITQ96_CENTERED,404.0,0.2615388148588286,0.0
locomo_0,locomo_0_qa25,ITQ96_CENTERED,505.0,0.2549799103994435,0.29999999999999993
locomo_0,locomo_0_qa26,NATIVE_SIGN96,,1.0,1.0
locomo_0,locomo_0_qa26,HAAR96_SIGN,43001.0,0.30868370479792767,0.0
locomo_0,locomo_0_qa26,HAAR96_SIGN,43002.0,0.28642196356347815,0.15
locomo_0,locomo_0_qa26,HAAR96_SIGN,43003.0,0.22851725627137903,0.16666666666666669
